time,x,y,z,lt,rt,rb
1541856205500,0,0,0,-3.2402476962591997,-1.259098101880374,-0.22069331265931455
1541856205516,0,0,0,-2.675397310373015,-3.207859040865814,0.4118258696780237
1541856205536,0,0,0,-0.9383339508688139,-4.791168319491906,0.209555738248363
1541856205558,0,0,0,1.4466765411032805,-5.475073284970156,-0.9055955729616224
1541856205577,0,0,0,2.6065990273342123,-5.056271371464119,-1.9086683484075553
1541856205597,0,0,0,3.0633148772890686,-4.674093269726787,-3.0259966404331426
1541856205616,0,0,0,4.7532627496104025,-5.817451625985662,-3.3927133257706568
1541856205636,0,0,0,5.714111133126355,-5.4232039142383845,-3.791331732283771
1541856205657,0,0,0,6.387326972201787,-4.335340998986,-3.7117305375266527
1541856205677,0,0,0,7.26000679602912,-1.5827621051236314,-3.241424035623818
1541856205696,0,0,0,8.80748708678152,1.08559055556938,-2.40080155112416
1541856205716,0,0,0,10.146703437279136,1.3030777996332343,-3.0866726599216516
1541856205736,0,0,0,11.629006495327063,-0.028402822724082226,-4.278086905529703
1541856205757,0,0,0,13.642136456614256,1.7142460571202267,-4.289930618222118
1541856205777,0,0,0,15.618246030841975,7.493559522653002,-2.9483080429644444
1541856205796,0,0,0,11.818472432136442,-1.522390628685422,0.4874931044831962
1541856205816,0,0,0,5.661324786616758,-8.986282303636175,3.6956935012954992
1541856205836,0,0,0,1.2151552170237034,2.647514888135983,4.809342177015545
1541856205857,0,0,0,-5.277506837685505,8.657523060897523,5.81579504565711
1541856205877,0,0,0,-12.456878331237261,7.717683127911844,6.624842105106488
1541856205896,0,0,0,-17.746826254521537,11.568604899246516,14.349758967119675
1541856205916,0,0,0,-17.334200541008112,15.676457259599214,17.37504110270404
1541856205937,0,0,0,-9.368687976004502,12.576178887908414,10.257056786862647
1541856205957,0,0,0,-10.520076563573197,8.640450243632658,5.55129271321818
1541856205976,0,0,0,-14.448375696072414,18.056667015245434,3.9350626655174086
1541856205996,0,0,0,-16.004970525258777,23.05921498466057,2.769071071355509
1541856206017,0,0,0,-15.709413168256619,19.569096408884523,0.7065900760986333
1541856206035,0,0,0,-12.854966297382546,9.455061070347124,-0.7616119693950438
1541856206058,0,0,0,-8.18977672859336,0.6327199799529203,-0.1566857260656069
1541856206078,0,0,0,-7.1904538486184215,1.217964710328389,2.203288649870331
